Date and Ship To Address	Item Number	Pick Type	Each per pallet	Each per case	Sum of Total quantity requested for order	Pallet Picks	Case Picks	Each Picks
05/23/2022 address 19	535832	SBO	100	0	1	0	0	1
05/23/2022 address 19	536182	SBO	224	0	2	0	0	2
05/23/2022 address 19	536183	SBO	40	0	1	0	0	1
05/23/2022 address 19	538116	SBO	1728	36	70	0	1	34
05/23/2022 address 19	538117	SBO	200	10	70	0	7	0
05/23/2022 address 20	538264	SLC	40	0	60	1	0	20
05/24/2022 address 17	506608	SBO	11200	100	132	0	1	32
05/24/2022 address 17	508012	SBO	6000	100	12	0	0	12
05/24/2022 address 17	510088	SBO	2560	80	32	0	0	32
05/24/2022 address 17	511171	SRL	360	12	48	0	4	0
05/24/2022 address 17	513473	SBO	4800	200	12	0	0	12
05/24/2022 address 17	514902	SBO	14400	100	12	0	0	12
05/24/2022 address 17	518636	SBO	4000	100	64	0	0	64
05/24/2022 address 17	519111	SBO	40320	2240	96	0	0	96
05/24/2022 address 17	532173	SBO	880	10	3	0	0	3
05/24/2022 address 17	534278	SBO	3000	50	3	0	0	3
05/24/2022 address 17	544581	SLP	20	0	69	3	0	9
05/24/2022 address 9	506608	SBO	11200	100	32	0	0	32
05/24/2022 address 9	508012	SBO	6000	100	3	0	0	3
05/24/2022 address 9	510088	SBO	2560	80	8	0	0	8
05/24/2022 address 9	511171	SRL	360	12	12	0	1	0
05/24/2022 address 9	513473	SBO	4800	200	3	0	0	3
05/24/2022 address 9	514902	SBO	14400	100	3	0	0	3
05/24/2022 address 9	518636	SBO	4000	100	20	0	0	20
05/24/2022 address 9	519111	SBO	40320	2240	24	0	0	24
05/24/2022 address 9	532173	SBO	880	10	1	0	0	1
05/24/2022 address 9	534278	SBO	3000	50	1	0	0	1
05/24/2022 address 9	544581	SLP	20	0	16	0	0	16
05/24/2022 address 8	506608	SBO	11200	100	276	0	2	76
05/24/2022 address 8	508012	SBO	6000	100	27	0	0	27
05/24/2022 address 8	510088	SBO	2560	80	68	0	0	68
05/24/2022 address 8	511171	SRL	360	12	100	0	8	4
05/24/2022 address 8	513473	SBO	4800	200	27	0	0	27
05/24/2022 address 8	514902	SBO	14400	100	27	0	0	27
05/24/2022 address 8	516990	SBO	2160	80	2	0	0	2
05/24/2022 address 8	518636	SBO	4000	100	132	0	1	32
05/24/2022 address 8	519111	SBO	40320	2240	216	0	0	216
05/24/2022 address 8	530206	SLP	23	0	19	0	0	19
05/24/2022 address 8	532173	SBO	880	10	4	0	0	4
05/24/2022 address 8	534278	SBO	3000	50	2	0	0	2
05/24/2022 address 8	544580	SLP	20	0	83	4	0	3
05/24/2022 address 8	544581	SLP	20	0	44	2	0	4
05/24/2022 address 6	506608	SBO	11200	100	72	0	0	72
05/24/2022 address 6	508012	SBO	6000	100	7	0	0	7
05/24/2022 address 6	510088	SBO	2560	80	20	0	0	20
05/24/2022 address 6	511171	SRL	360	12	26	0	2	2
05/24/2022 address 6	513473	SBO	4800	200	7	0	0	7
05/24/2022 address 6	514902	SBO	14400	100	7	0	0	7
05/24/2022 address 6	518636	SBO	4000	100	36	0	0	36
05/24/2022 address 6	519111	SBO	40320	2240	56	0	0	56
05/24/2022 address 6	532173	SBO	880	10	2	0	0	2
05/24/2022 address 6	534278	SBO	3000	50	2	0	0	2
05/24/2022 address 6	544581	SLP	20	0	37	1	0	17
05/25/2022 address 10	506608	SBO	11200	100	184	0	1	84
05/25/2022 address 10	508012	SBO	6000	100	18	0	0	18
05/25/2022 address 10	510088	SBO	2560	80	44	0	0	44
05/25/2022 address 10	511171	SRL	360	12	68	0	5	8
05/25/2022 address 10	513473	SBO	4800	200	18	0	0	18
05/25/2022 address 10	514902	SBO	14400	100	18	0	0	18
05/25/2022 address 10	518636	SBO	4000	100	108	0	1	8
05/25/2022 address 10	519111	SBO	40320	2240	144	0	0	144
05/25/2022 address 10	532173	SBO	880	10	4	0	0	4
05/25/2022 address 10	534278	SBO	3000	50	4	0	0	4
05/25/2022 address 10	538352	SLP	25	0	34	1	0	9
05/25/2022 address 10	544581	SLP	20	0	64	3	0	4
05/25/2022 address 8	506608	SBO	11200	100	44	0	0	44
05/25/2022 address 8	508012	SBO	6000	100	4	0	0	4
05/25/2022 address 8	510088	SBO	2560	80	12	0	0	12
05/25/2022 address 8	511171	SRL	360	12	16	0	1	4
05/25/2022 address 8	513473	SBO	4800	200	4	0	0	4
05/25/2022 address 8	514902	SBO	14400	100	4	0	0	4
05/25/2022 address 8	518636	SBO	4000	100	20	0	0	20
05/25/2022 address 8	519111	SBO	40320	2240	32	0	0	32
05/25/2022 address 8	532173	SBO	880	10	1	0	0	1
05/25/2022 address 8	534278	SBO	3000	50	1	0	0	1
05/25/2022 address 8	544581	SLP	20	0	23	1	0	3
05/25/2022 address 5	512200	SFS	64800	4320	870	0	0	870
05/25/2022 address 5	532621	SSN	1	0	3	3	0	0
05/25/2022 address 5	535703	SGL	720	0	963	1	0	243
05/25/2022 address 5	535704	SBO	4800	200	560	0	2	160
05/25/2022 address 5	535705	SBO	21600	600	560	0	0	560
05/25/2022 address 5	535707	SFS	240000	2500	2531	0	1	31
05/25/2022 address 5	535709	SGL	1000	0	728	0	0	728
05/25/2022 address 5	535832	SBO	100	0	2	0	0	2
05/25/2022 address 5	537346	SBO	50	0	3	0	0	3
05/25/2022 address 5	538116	SBO	1728	36	76	0	2	4
05/26/2022 address 1	506608	SBO	11200	100	392	0	3	92
05/26/2022 address 1	508012	SBO	6000	100	30	0	0	30
05/26/2022 address 1	510088	SBO	2560	80	164	0	2	4
05/26/2022 address 1	511171	SRL	360	12	187	0	15	7
05/26/2022 address 1	513473	SBO	4800	200	25	0	0	25
05/26/2022 address 1	514902	SBO	14400	100	30	0	0	30
05/26/2022 address 1	518636	SBO	4000	100	292	0	2	92
05/26/2022 address 1	519111	SBO	40320	2240	416	0	0	416
05/26/2022 address 1	531539	SBO	54000	300	215	0	0	215
05/26/2022 address 1	531967	SFS	230400	300	474	0	1	174
05/26/2022 address 1	532173	SBO	880	10	326	0	32	6
05/26/2022 address 1	534278	SBO	3000	50	326	0	6	26
05/26/2022 address 1	538352	SLP	25	0	42	1	0	17
05/26/2022 address 1	539727	SLP	20	0	161	8	0	1
05/26/2022 address 1	544319	SBO	1728	24	528	0	22	0
05/26/2022 address 2	506608	SBO	11200	100	512	0	5	12
05/26/2022 address 2	508012	SBO	6000	100	50	0	0	50
05/26/2022 address 2	510088	SBO	2560	80	132	0	1	52
05/26/2022 address 2	511171	SRL	360	12	186	0	15	6
05/26/2022 address 2	513473	SBO	4800	200	50	0	0	50
05/26/2022 address 2	514902	SBO	14400	100	50	0	0	50
05/26/2022 address 2	518636	SBO	4000	100	276	0	2	76
05/26/2022 address 2	519111	SBO	40320	2240	400	0	0	400
05/26/2022 address 2	530205	SLP	23	0	17	0	0	17
05/26/2022 address 2	530206	SLP	23	0	112	4	0	20
05/26/2022 address 2	532173	SBO	880	10	10	0	1	0
05/26/2022 address 2	534278	SBO	3000	50	10	0	0	10
05/26/2022 address 2	534983	SLB	8	0	8	1	0	0
05/26/2022 address 2	536630	SRL	3	0	3	1	0	0
05/26/2022 address 2	536631	SRL	2	0	1	0	0	1
05/26/2022 address 2	537682	SSN	10	0	3	0	0	3
05/26/2022 address 2	544581	SLP	20	0	111	5	0	11
05/27/2022 address 10	506608	SBO	11200	100	136	0	1	36
05/27/2022 address 10	508012	SBO	6000	100	12	0	0	12
05/27/2022 address 10	510088	SBO	2560	80	32	0	0	32
05/27/2022 address 10	511171	SRL	360	12	48	0	4	0
05/27/2022 address 10	513473	SBO	4800	200	12	0	0	12
05/27/2022 address 10	514902	SBO	14400	100	12	0	0	12
05/27/2022 address 10	518636	SBO	4000	100	64	0	0	64
05/27/2022 address 10	519111	SBO	40320	2240	96	0	0	96
05/27/2022 address 10	532173	SBO	880	10	2	0	0	2
05/27/2022 address 10	534278	SBO	3000	50	2	0	0	2
05/27/2022 address 10	544581	SLP	20	0	72	3	0	12
05/27/2022 address 7	506608	SBO	11200	100	132	0	1	32
05/27/2022 address 7	508012	SBO	6000	100	12	0	0	12
05/27/2022 address 7	510088	SBO	2560	80	36	0	0	36
05/27/2022 address 7	511171	SRL	360	12	48	0	4	0
05/27/2022 address 7	513473	SBO	4800	200	12	0	0	12
05/27/2022 address 7	514902	SBO	14400	100	12	0	0	12
05/27/2022 address 7	518636	SBO	4000	100	60	0	0	60
05/27/2022 address 7	519111	SBO	40320	2240	96	0	0	96
05/27/2022 address 7	544580	SLP	20	0	69	3	0	9
05/27/2022 address 5	538117	SBO	200	10	40	0	4	0
05/27/2022 address 3	506608	SBO	11200	100	44	0	0	44
05/27/2022 address 3	508012	SBO	6000	100	4	0	0	4
05/27/2022 address 3	510088	SBO	2560	80	12	0	0	12
05/27/2022 address 3	511171	SRL	360	12	16	0	1	4
05/27/2022 address 3	513473	SBO	4800	200	4	0	0	4
05/27/2022 address 3	514902	SBO	14400	100	4	0	0	4
05/27/2022 address 3	518636	SBO	4000	100	20	0	0	20
05/27/2022 address 3	519111	SBO	40320	2240	32	0	0	32
05/27/2022 address 3	530206	SLP	23	0	22	0	0	22
05/27/2022 address 3	532173	SBO	880	10	1	0	0	1
05/27/2022 address 3	534278	SBO	3000	50	1	0	0	1
05/30/2022 address 10	506608	SBO	11200	100	28	0	0	28
05/30/2022 address 10	508012	SBO	6000	100	3	0	0	3
05/30/2022 address 10	510088	SBO	2560	80	8	0	0	8
05/30/2022 address 10	511171	SRL	360	12	10	0	0	10
05/30/2022 address 10	513473	SBO	4800	200	3	0	0	3
05/30/2022 address 10	514902	SBO	14400	100	3	0	0	3
05/30/2022 address 10	518636	SBO	4000	100	16	0	0	16
05/30/2022 address 10	519111	SBO	40320	2240	24	0	0	24
05/30/2022 address 10	532173	SBO	880	10	1	0	0	1
05/30/2022 address 10	534278	SBO	3000	50	1	0	0	1
05/30/2022 address 10	538352	SLP	25	0	14	0	0	14
05/31/2022 address 8	506608	SBO	11200	100	552	0	5	52
05/31/2022 address 8	508012	SBO	6000	100	53	0	0	53
05/31/2022 address 8	510088	SBO	2560	80	136	0	1	56
05/31/2022 address 8	511171	SRL	360	12	200	0	16	8
05/31/2022 address 8	513473	SBO	4800	200	53	0	0	53
05/31/2022 address 8	514902	SBO	14400	100	53	0	0	53
05/31/2022 address 8	518636	SBO	4000	100	284	0	2	84
05/31/2022 address 8	519111	SBO	40320	2240	424	0	0	424
05/31/2022 address 8	530206	SLP	23	0	286	12	0	10
05/31/2022 address 8	532173	SBO	880	10	10	0	1	0
05/31/2022 address 8	534278	SBO	3000	50	10	0	0	10
05/31/2022 address 8	534983	SLB	8	0	2	0	0	2
05/31/2022 address 8	536630	SRL	3	0	1	0	0	1
05/31/2022 address 8	537682	SSN	10	0	1	0	0	1
05/31/2022 address 5	535711	SGL	500	0	560	1	0	60
05/31/2022 address 3	506608	SBO	11200	100	68	0	0	68
05/31/2022 address 3	508012	SBO	6000	100	6	0	0	6
05/31/2022 address 3	510088	SBO	2560	80	16	0	0	16
05/31/2022 address 3	511171	SRL	360	12	24	0	2	0
05/31/2022 address 3	513473	SBO	4800	200	6	0	0	6
05/31/2022 address 3	514902	SBO	14400	100	6	0	0	6
05/31/2022 address 3	518636	SBO	4000	100	32	0	0	32
05/31/2022 address 3	519111	SBO	40320	2240	48	0	0	48
05/31/2022 address 3	532173	SBO	880	10	1	0	0	1
05/31/2022 address 3	534278	SBO	3000	50	1	0	0	1
05/31/2022 address 2	506608	SBO	11200	100	392	0	3	92
05/31/2022 address 2	508012	SBO	6000	100	38	0	0	38
05/31/2022 address 2	510088	SBO	2560	80	100	0	1	20
05/31/2022 address 2	511171	SRL	360	12	144	0	12	0
05/31/2022 address 2	513473	SBO	4800	200	38	0	0	38
05/31/2022 address 2	514902	SBO	14400	100	38	0	0	38
05/31/2022 address 2	518636	SBO	4000	100	196	0	1	96
05/31/2022 address 2	519111	SBO	40320	2240	304	0	0	304
05/31/2022 address 2	530206	SLP	23	0	17	0	0	17
05/31/2022 address 2	532173	SBO	880	10	10	0	1	0
05/31/2022 address 2	534278	SBO	3000	50	10	0	0	10
05/31/2022 address 2	538341	SLP	20	0	116	5	0	16
05/31/2022 address 2	544581	SLP	20	0	90	4	0	10
06/01/2022 address 17	506608	SBO	11200	100	396	0	3	96
06/01/2022 address 17	508012	SBO	6000	100	37	0	0	37
06/01/2022 address 17	510088	SBO	2560	80	104	0	1	24
06/01/2022 address 17	511171	SRL	360	12	142	0	11	10
06/01/2022 address 17	513473	SBO	4800	200	37	0	0	37
06/01/2022 address 17	514902	SBO	14400	100	37	0	0	37
06/01/2022 address 17	518636	SBO	4000	100	188	0	1	88
06/01/2022 address 17	519111	SBO	40320	2240	296	0	0	296
06/01/2022 address 17	532173	SBO	880	10	9	0	0	9
06/01/2022 address 17	534278	SBO	3000	50	9	0	0	9
06/01/2022 address 17	538341	SLP	20	0	45	2	0	5
06/01/2022 address 17	544581	SLP	20	0	183	9	0	3
06/01/2022 address 10	506608	SBO	11200	100	32	0	0	32
06/01/2022 address 10	508012	SBO	6000	100	3	0	0	3
06/01/2022 address 10	510088	SBO	2560	80	8	0	0	8
06/01/2022 address 10	511171	SRL	360	12	12	0	1	0
06/01/2022 address 10	513473	SBO	4800	200	3	0	0	3
06/01/2022 address 10	514902	SBO	14400	100	3	0	0	3
06/01/2022 address 10	518636	SBO	4000	100	20	0	0	20
06/01/2022 address 10	519111	SBO	40320	2240	24	0	0	24
06/01/2022 address 10	532173	SBO	880	10	1	0	0	1
06/01/2022 address 10	534278	SBO	3000	50	1	0	0	1
06/01/2022 address 10	544581	SLP	20	0	16	0	0	16
06/01/2022 address 11	506608	SBO	11200	100	48	0	0	48
06/01/2022 address 11	508012	SBO	6000	100	5	0	0	5
06/01/2022 address 11	510088	SBO	2560	80	12	0	0	12
06/01/2022 address 11	511171	SRL	360	12	18	0	1	6
06/01/2022 address 11	513473	SBO	4800	200	5	0	0	5
06/01/2022 address 11	514902	SBO	14400	100	5	0	0	5
06/01/2022 address 11	518636	SBO	4000	100	24	0	0	24
06/01/2022 address 11	519111	SBO	40320	2240	40	0	0	40
06/01/2022 address 11	532173	SBO	880	10	1	0	0	1
06/01/2022 address 11	534278	SBO	3000	50	1	0	0	1
06/01/2022 address 11	544581	SLP	20	0	25	1	0	5
06/01/2022 address 6	506608	SBO	11200	100	44	0	0	44
06/01/2022 address 6	508012	SBO	6000	100	4	0	0	4
06/01/2022 address 6	510088	SBO	2560	80	12	0	0	12
06/01/2022 address 6	511171	SRL	360	12	16	0	1	4
06/01/2022 address 6	513473	SBO	4800	200	4	0	0	4
06/01/2022 address 6	514902	SBO	14400	100	4	0	0	4
06/01/2022 address 6	518636	SBO	4000	100	20	0	0	20
06/01/2022 address 6	519111	SBO	40320	2240	32	0	0	32
06/01/2022 address 6	532173	SBO	880	10	1	0	0	1
06/01/2022 address 6	534278	SBO	3000	50	1	0	0	1
06/01/2022 address 6	544581	SLP	20	0	23	1	0	3
06/01/2022 address 21	530035	SLC	25	0	550	22	0	0
06/01/2022 address 13	544581	SLP	20	0	44	2	0	4
06/01/2022 address 2	506608	SBO	11200	100	816	0	8	16
06/01/2022 address 2	508012	SBO	6000	100	79	0	0	79
06/01/2022 address 2	510088	SBO	2560	80	220	0	2	60
06/01/2022 address 2	511171	SRL	360	12	294	0	24	6
06/01/2022 address 2	513473	SBO	4800	200	79	0	0	79
06/01/2022 address 2	514902	SBO	14400	100	79	0	0	79
06/01/2022 address 2	518636	SBO	4000	100	412	0	4	12
06/01/2022 address 2	519111	SBO	40320	2240	632	0	0	632
06/01/2022 address 2	530184	SLP	20	0	80	4	0	0
06/01/2022 address 2	531539	SBO	54000	300	500	0	1	200
06/01/2022 address 2	531577	SBO	720	60	5	0	0	5
06/01/2022 address 2	531578	SBO	1120	10	5	0	0	5
06/01/2022 address 2	532173	SBO	880	10	23	0	2	3
06/01/2022 address 2	534278	SBO	3000	50	23	0	0	23
06/01/2022 address 2	534983	SLB	8	0	2	0	0	2
06/01/2022 address 2	536630	SRL	3	0	1	0	0	1
06/01/2022 address 2	537682	SSN	10	0	1	0	0	1
06/01/2022 address 2	538341	SLP	20	0	6	0	0	6
06/01/2022 address 2	544581	SLP	20	0	305	15	0	5
06/02/2022 address 10	530184	SLP	20	0	1	0	0	1
06/02/2022 address 8	506608	SBO	11200	100	32	0	0	32
06/02/2022 address 8	508012	SBO	6000	100	3	0	0	3
06/02/2022 address 8	510088	SBO	2560	80	8	0	0	8
06/02/2022 address 8	511171	SRL	360	12	12	0	1	0
06/02/2022 address 8	513473	SBO	4800	200	3	0	0	3
06/02/2022 address 8	514902	SBO	14400	100	3	0	0	3
06/02/2022 address 8	518636	SBO	4000	100	20	0	0	20
06/02/2022 address 8	519111	SBO	40320	2240	24	0	0	24
06/02/2022 address 8	530206	SLP	23	0	18	0	0	18
06/02/2022 address 8	532173	SBO	880	10	1	0	0	1
06/02/2022 address 8	534278	SBO	3000	50	1	0	0	1
06/02/2022 address 6	506608	SBO	11200	100	44	0	0	44
06/02/2022 address 6	508012	SBO	6000	100	4	0	0	4
06/02/2022 address 6	510088	SBO	2560	80	12	0	0	12
06/02/2022 address 6	511171	SRL	360	12	16	0	1	4
06/02/2022 address 6	513473	SBO	4800	200	4	0	0	4
06/02/2022 address 6	514902	SBO	14400	100	4	0	0	4
06/02/2022 address 6	518636	SBO	4000	100	20	0	0	20
06/02/2022 address 6	519111	SBO	40320	2240	32	0	0	32
06/02/2022 address 6	532173	SBO	880	10	1	0	0	1
06/02/2022 address 6	534278	SBO	3000	50	1	0	0	1
06/02/2022 address 6	544581	SLP	20	0	24	1	0	4
07/22/2022 address 7	506608	SBO	11200	100	256	0	2	56
07/22/2022 address 7	508012	SBO	6000	100	23	0	0	23
07/22/2022 address 7	510088	SBO	2560	80	56	0	0	56
07/22/2022 address 7	511171	SRL	360	12	92	0	7	8
07/22/2022 address 7	513473	SBO	4800	200	23	0	0	23
07/22/2022 address 7	514902	SBO	14400	100	23	0	0	23
07/22/2022 address 7	518636	SBO	4000	100	116	0	1	16
07/22/2022 address 7	519111	SBO	40320	2240	184	0	0	184
07/22/2022 address 7	530206B	SLP	23	0	138	6	0	0
07/22/2022 address 7	532173	SBO	880	10	1	0	0	1
07/22/2022 address 7	534278	SBO	3000	50	1	0	0	1
